userName,score,at,content
Mas Wan,5,2023-03-29 14:40:04,"Mohon bertanya, saya ingin menjadi mitra go patner / gocar, kebetulan saya punya mobil xenia tahun 2016 atas nama PT, stnk bpkb faktur lengkap dan SPH (surat pelepasan hak) ada. Bisa kah mobil xenia 2016 atas nama pt ikut berganung menjadi mitra gopatner atau gocar. Mohon di jawab terimakasih🙏"
Made Seruni,5,2023-03-29 14:36:25,pokoknya sangat membantu ya🤗
Alinviansa Widdani,5,2023-03-29 14:33:39,gojek membantu segala aspek kehidupan saya
Alwi Maulana,4,2023-03-29 14:24:19,Mayan
Sugeng handoko,5,2023-03-29 14:14:22,Yes pokok e
Fajar Miftakhurrohman,5,2023-03-29 14:10:54,"Upgrade gopayPlus dari semalem masih di proses Mulu, ga kelar2 Ayolah jangan kelamaan gan🙏"
djossie WIDI,5,2023-03-29 14:09:43,Oke bantu banget
muhammad zidane,2,2023-03-29 14:01:44,Parah untuk ongkirnya apa lgi klo Gofood parah bgt
Harini Mulatsih,5,2023-03-29 14:00:49,"Driver ramah, sopan dan apal medan"
Iman Wahyu,1,2023-03-29 13:53:28,Verpikasi ktp dengan cara maksa dan sangat lama.
Nur Ahmad,5,2023-03-29 13:53:10,Good
Zahra Khoirunnisa,5,2023-03-29 13:47:35,Terimakasih Gojek pelayanan sangat memuaskan
Rinda Ikhsanudin,5,2023-03-29 13:40:03,Ok keren dech
Yogi Ruslan,5,2023-03-29 13:39:45,Baik
Didit Yosep,1,2023-03-29 13:39:10,proses upgrade lambat
Naga Bulan,5,2023-03-29 13:27:04,Okeeeeee
Xiaomi Redmi6a,5,2023-03-29 13:23:27,Apknya Mantap
Muhammad Rival,5,2023-03-29 13:19:38,Mantap pelayanan nya
yoga arisya tama,1,2023-03-29 13:14:46,Kecewa dengan tanggihan gopay latter yg sangat tinggi Bungan nya makanya gue unistaall
Harru :3,3,2023-03-29 13:11:39,Saya senang dengan aplikasi gojek ini tapi ada masalah di pembayaran menggunakan gopay ini
dico adhiyanto,2,2023-03-29 13:06:27,"admin knpa proses verifikasi identitasnya nya lamaaaa, udah ditunggu ngga bisa buat transfer antar gopay."
ary kudo,5,2023-03-29 12:54:37,"Saya mau upgrade ke gopay plus, sudah 2 hari kok belum terverifikasi? Dan status masih pending"
Mangasi Manik,5,2023-03-29 12:54:32,Memuaskan
Rina Natalia,5,2023-03-29 12:52:08,Good
Ahmad Wijaya,1,2023-03-29 12:39:12,"Kenapa promonya selalu berubah min, padahal lumayan buat ladang cari rezeki disini :( , Kalo bisa jangan berubah berubah min sampai ganti kartu berkali kali supaya dpt promo lumayan eh belum lama di gituin lagi"
Hendro Prasetyo,5,2023-03-29 12:23:43,Super mantap....
Henyend Aulia,5,2023-03-29 12:18:57,"Always helpfull... sejauh pakai aplikasi ini, entah untuk anter2 bepergian, beli barang dan makananpun memuaskan. driver2nya baik2 semua..."
Andi Mandala ar,5,2023-03-29 12:18:27,gopartner Derever
F Martinus,4,2023-03-29 12:15:34,Membantu transportasi di kala mengejar waktu & memesan makan jadi mudah.
Herlina Nur Fadilah,1,2023-03-29 12:08:57,kenapa upgrade gopay plus sudah 1*24 jam belum ke upgrade jga
Ahmad Ahmad,5,2023-03-29 12:03:11,Josssss
Fery Purnomo,5,2023-03-29 11:59:27,Membantu buat order
rudi alvin,1,2023-03-29 11:57:16,Make me sicks.
Yanto Keceh,1,2023-03-29 11:56:59,Buruk buat pembayaran sesama rekan ....terimaksih
Sugiono 123,5,2023-03-29 11:55:53,okk
Fitria Fatmawati,4,2023-03-29 11:53:39,Perbaiki pelayanan nya masa gk bisa TF sesama gopay gk bisa di perbaiki
Yay,1,2023-03-29 11:53:39,mau kirim uang dari gopay kenapa ga bisa anjirrrrr!!!!!! suruh nunggu apalagi coba????
very novianto,1,2023-03-29 11:52:44,Upgrade gopay plus lama lebih dari 1x24 jam
sujensen dragride,1,2023-03-29 11:51:52,SETELAH UPDATE!!! GAGAL CEK SALDO GO-PAY. GO-PAY TIDAK BISA DIGUNAKAN. BAHKAN SALDO ITU TERTINGGAL DI DALAM DAN AKHIRNYA 0 GOJEK GAK JELAS SEKARANG AUTO PINDAH KE APP SEBELAH. GAK BERES. CS NYA MASA BODOH DENGAN KELUHAN. LAPORAN SAMPE SEKARANG DI GUBRIS. APP YANG SALAH. MEREKA SALAHKAN DRIVERNYA. LAPORAN DITUTUP MULU. APP MU ERROR WOI DEV GOJEK. SALDO GUA TERTINGGAL ITU SALDO DUIT BUKAN DAUNNN. ANJENK AUTO PINDAH
Rizky Satria Buana,1,2023-03-29 11:50:52,Server broken
barra Taqy Fayyadi,1,2023-03-29 11:50:36,Saldo tiba tiba habis
Irwanarci Love,1,2023-03-29 11:49:32,Aplikasi tolol ngisi e-money saldo kepotong ke kartu ga masuk status selesai. Buat yg top up e-money jngn disini ga jls
Zaa Aa,1,2023-03-29 11:49:25,"Ga bgt ni app Uda brp kali kejadian setiap mau Narik saldo pasti gagal , Jauhhhh Mending Dana"
Nisrina Nada Zulfa,2,2023-03-29 11:48:14,"Udah d perbarui tapi go pay ga bisa d pake, padahal saldo juga baru d top up. Tolong lah.. D bagusin lagi."
nelly solekha putri,5,2023-03-29 11:44:57,Good sudah di tingkatkan ^^
ahmad ustukhori,4,2023-03-29 11:41:38,mantab
hendro w,2,2023-03-29 11:41:00,sekarang tarifnya mahal jarang ada promo juga
EMA 1992,5,2023-03-29 11:40:08,aplikasi gojek ini dapat membantu orang untuk lebih efisien dalam hal apapun terima kasih sudah hadir memberi kenyamanan efisiensi bagi Indonesia
Wendy Kharisandy,1,2023-03-29 11:40:02,Makin hari makin gak jelas gojek ... Tiba2 gojek plus saya d tarik lagi padahal udah lama gopay plus saya dari tahun 2018 aplikasi sering lag lagi makin hari makin lelet
Anisa Christin,1,2023-03-29 11:39:39,"Mau pesen makan di gofood tapi kok pembayarannya susah ya, mau bayar pake gopay dan pasang promo malah ga bisa tolong dong di benerin lagi laper malah apknya eror gitu"
Budi Pranoto,4,2023-03-29 11:39:28,Kenapa ya hari ini tidak bisa tranfer?
6 - Yoas Raditya Prasti Saputra,1,2023-03-29 11:38:52,"Untuk sistem nya di perbaiki, jangan sering error atau maintenance di weekdays. Karena ngehambat bngt kita yg lgi mau kerja & make fitur gopay untuk pembayaran tiket krl."
fuhrer,1,2023-03-29 11:38:46,the process didn't work
Raffi Fillian,1,2023-03-29 11:38:29,aplikasi gajelas gabia tf anajy
angga wahyu romadhoni,1,2023-03-29 11:38:07,"Entah kenapa saldo saya ada tetapi tidak bisa untuk pembayaran, badbad"
Djaka Setiyawan,5,2023-03-29 11:37:04,Good
andreas petrus pangau,1,2023-03-29 11:36:10,Aplikasi gk praktis. Sudah simpan alamat tapi tidak bisa dipilih. Selain itu saat-saat genting sudah top up namun tidak bisa bayar menggunakan gopay. Sangat kecewa
Fauzan Fauzan,5,2023-03-29 11:35:34,Mantap
Andre Masalle,1,2023-03-29 11:32:02,Setelah top up malah ga bisa dipake gopaynya
Vicky,1,2023-03-29 11:31:52,"Minor sekali bund pembayarannya bintang 0 untuk aplikasinya, bintang 0 untuk apply vouchernya."
Silvi Yana,5,2023-03-29 11:31:47,Sangat terbantu dengan aplikasi ini karena pemesanannya sangat mudah dan drivernya ramah2😊
Sinema2 SMAN 2 Padalarang,1,2023-03-29 11:30:55,ko tiba tiba error gopay ga terdetect) :
Ansar Ansar,5,2023-03-29 11:27:04,🖤
Natalia Sitorus,1,2023-03-29 11:24:59,"Susah banget aplikasinya. Sudah isi gopay, saldo rek kepotong tp di aplikasi gak nambah"
fitri anggraeni,1,2023-03-29 11:22:40,Lebih baik pake dana
Dewi Rachmawati,1,2023-03-29 11:15:22,"HP baru, nomor baru. Gak dapet promo katanya penyalahgunaan HAHAHA GOJEK ANEH! BISA GITU YA DI NOMOR BARU DAN HP BARU DAFTARIN GOJEK UDAH ADA PENYALAHGUNAAN AJA"
Anang Susilo,5,2023-03-29 11:11:17,Punya sma ada saldo 1 juta malah g bsa dipkai
Diah puji Meiliani,5,2023-03-29 11:03:41,Apk andalan wkwkwk
Supriadi Cekroll,5,2023-03-29 11:02:46,Bagus
Aoi,1,2023-03-29 11:00:04,Upgrade lama.. mau tf gabisa bisa
Chiponk Momorodo,4,2023-03-29 10:59:15,Wadaw
Hendri Purwoko,1,2023-03-29 10:56:34,"Ngatur,,,,,,,,"
Syafik Imron,5,2023-03-29 10:31:09,Pelayan bagus
Aris Maulana,1,2023-03-29 10:29:59,Bukan hanya dirating dipelayanan aplikasinya pun jelek. Gajelas disemua layanan
Subaikah Subaikah,1,2023-03-29 10:12:33,"Gomart tidak bisa dibatalkan, padahal kesalahan klik itu rawan. Opsi bantuan tidak membantu, customer service lambat respon. Kecewa"
Boeng Poetra,5,2023-03-29 10:11:56,Udh make 1 tahun lebih limit gopaylater gapernah naik nih
Kaisar Feng,1,2023-03-29 10:10:04,"Driver pada gak ada atitude nunggu orderan 5 menit aja langsung mencak2 bilang bahwa management nya gak betul Dikata nyiapin orderan gak ada sop nya apa, tau nya pada mau enak dan cepet aja."
Arini Adha Puspita,5,2023-03-29 10:08:03,Bagus
Ryan girie Abdi prakoso,3,2023-03-29 10:04:13,"kenapa diharuskan ke gojek plus sii,transaksi jadi terhambat.harus verifikasi segala."
snapdrag _14,5,2023-03-29 10:00:37,Mengapa gopaycicilnya tidak bisa digunakan?
Ganal Bnar,4,2023-03-29 09:59:06,Mantap
D'vlogger Style,1,2023-03-29 09:56:44,kebiasaan gojek. nahan duit orang. udh di upgrade gopayplus. malah turun ke regular . al hasil suruh nunggu lama lagi. bisa gk sistemnya di rubah. baru kali ini pakai e-wallet kaya gini bngt sengn nahan duit orng
kirno umi,4,2023-03-29 09:47:05,bagus sekali
Jaka Rismiyanta,2,2023-03-29 09:43:15,GG
Iwan Setiadi,1,2023-03-29 09:33:18,"Jadi makin mahal, banyak biaya ini itu."
Rafi Indra,1,2023-03-29 09:26:32,Sistem ga jelas.. masih enak dluuuu sekrang itu payah
Eful Syeh,1,2023-03-29 09:23:19,aplikasi bangsaaatttt
suhufi mukarromatin,5,2023-03-29 09:22:30,Sangat sangat terbantu
Putra Adi,2,2023-03-29 09:14:08,Coba dulu kalo cocok saya tambahi bintang nya
Rifky Rifky,5,2023-03-29 09:08:26,Aplikasi nya bagus dan driver nya juga ramah
Sunarti Barasa,1,2023-03-29 09:06:03,"Aprovall gopay plus lama banget udah lebih 3 hari belum di ACC padahal keterangan 1 X 24 jam, notifikasi chat update juga kaga ada Mohon pelayanannya agar diperbaiki. Thx"
Khoirunnisa NH,5,2023-03-29 09:04:03,"Sejauh ini nyaman memakai aplikasi gojek, mudah-mudahan kedepannya juga👍"
Nenek Iyul,1,2023-03-29 08:51:16,Upgrade gopay plus lama banget beda sama apk tetangga (apk dana)lebih cepat verifikasinya...gua kasih bintang 🌟 satu
Lapak Banjarejoku,1,2023-03-29 08:45:21,"Ongkirnya makin mahal, GPS nya sering eror dan tidak sesuai, pelayanan kurang memuaskan. Mending pindah ke aplikasi sebelah"
Arip R Hakim,5,2023-03-29 08:36:18,"Aplikasi simple, banyak fungsinya"
Ibu Elis,2,2023-03-29 08:34:28,"awalnya aplikasinya bagus,, sangat membantu, tpi setelh saya upgrade k gopay plus,, aduh verifikasinya terlallu lama lemot pelayanannya,,, harus nunggu 1x24 jam malah sekarang sudah lebih dari 1x24 jm msh dlm proses ,, sedangkn saya butuh buat transfer k sesama pengguna goopay,,, jgn persulit donk,,, jika tidak d acc pun tidak apa2,,, asal balikin lagi normal serperti biasa,,, soalnya saya mau transfer,,, udh telat ,,, harusnya saya transfer kmren,,, aduh klo gini caranya saya bisa kapok"
Faisal Akakk,5,2023-03-29 08:25:08,okkk ntap
Akbarbahau ATM61,5,2023-03-29 08:12:37,Mntap
Gilang Fajar Nugroho,4,2023-03-29 08:09:28,"Aplikasi yang bagus, driver yang bagus"
Babang Aji,1,2023-03-29 08:09:27,Sangat mengecewakan sekali saya mau bayar ke rek BRI dari kemarin sampe hari ini blum masuk masuk pekerjaan sangat tidak frofesional padah no rek saya masih aktif tidak ada kendala
E Dwi A,5,2023-03-29 07:52:27,Semoga bermanfaat limet gopay paylater tambah...
Saipul Ipul,1,2023-03-29 07:21:10,Ada profil layanan di aplikasi gopartner malah bikin driver sengsara sudah onbid dari gelap sampe gelap cuma dikasih 3 orderan.orderannya cuma buat level gold dan platinum.#semakin sengsara
Marley Uyeman,1,2023-03-29 07:11:37,"Maaf saya kasih bintang 1... Semakin Lama semakin Mehong ( MAHAL ) gak ada voucher, Semakin tinggi level semakin mahal.. kwkwkwkw. Biaya aplikasi 5rb ? Kwkwkw.. turun lah ke jalan wahai Saudaraku lihat bagaimana kondisi Pedagang Gofood Dan Driver nya.. mereka mengeluh sepi orderan.. trs saya tanya diri sendiri.. oia customer pikir 2x kalo mw order Gofood.. biaya antar sama tambahan aplikasi hampir 20rb... Itu belum di jam malam Hahahha. AKU MERINDUKAN GOJEK YANG DULU ! Matursuwun"
Andi Andrianto,5,2023-03-29 07:00:07,"Sangat membantu perjalanan, jadi lebih cepat."
Sulaeman Man,5,2023-03-29 06:52:17,Nyaman
Bernaldus Christian Erlangga,5,2023-03-29 06:42:48,Tambahkan fitur becak ride biar tambah rame dan kece
Andri Suhendar,1,2023-03-29 06:42:04,saya mohon kenapa saya g bs lihat berapa driver d tempat saya order
Tri Yantoe,5,2023-03-29 06:29:03,jadilah yg terbaik...
Saman Imas,1,2023-03-29 06:27:30,Satu ajh cukup untuk gojek
Maiia Serli,5,2023-03-29 06:24:46,Ok
Ahmad Faisal,5,2023-03-29 06:18:52,Driver ok
narendra zahi,3,2023-03-29 06:09:02,"Sekarang gojek sudah lebih baik, namun masih ada banyak kekurangannya, tolong diperbaiki ya"
Rizkika Marthian,1,2023-03-29 06:08:17,Tolong perbaiki sistem transferan saya transfer contoh 50 rb tar jadi 500 rb suka merubah sendiri?
Ujang Maksum,5,2023-03-29 05:45:13,Aplikasi gojek ini sangat membantu sekali dalam bertransportasi sangat hemat.terimaksih gojek
Irma Wati,3,2023-03-29 05:15:50,Mantap
Midnight Caca,5,2023-03-29 05:12:42,🙏🏻🙏🏻🤝🏻👏🏻
grdou channel,1,2023-03-29 04:57:26,AWAS...pembobolan gopay. Saya mengalami taransaksi yg gak jelas. Ada pemberitahuan transaksi tapi ak gak menggunakan tansaksi itu. Hati hati ... klo gak ada keperluan mending keluar saja dari aplikasi ini . Biar aman (sing out)
dhienri ione,5,2023-03-29 04:55:13,Mantap
Muslim pohan,1,2023-03-29 04:53:19,"Susah untuk kirim uang nunggu verifikasi mulu, kelamaan verifikasi"
Anggraini Putri,3,2023-03-29 04:47:54,"Tolong buat gojek di PERBAIKI LAGI,buat DRIVER TEPAT WAKTU .!"
Rano Sihombing,1,2023-03-29 04:30:50,Pesan Gocar yang datang Taxi Blue Bird😄 Monopoli sekali ya
Pak anta Anta,1,2023-03-29 04:29:32,gopay poin gunanya apa biar beli pulsa tidak bisa dipake harus terhubung ketokopedia coba kayak digrab ovopoin bisa langsung dipake beli pulsa diaplikasi nya pelit amat buat promo
asiyah ut,5,2023-03-29 04:22:35,lumayan praktis ada gojek
Rico Ricardo aruan,5,2023-03-29 04:16:58,Ga ada pitur tarik tunai kenapa ya
Andik Santuso,5,2023-03-29 04:13:22,"Gojek makin asik ni, kemana mana tinggak klick...."
Ardian Pustalung,2,2023-03-29 04:10:44,Tidak bisa tarik tunai lagi via atm bca
Citra dwi Pertiwi,4,2023-03-29 03:54:27,Tepat waktu amanah
Ichan Nzik,1,2023-03-29 03:39:12,"BIKIN EMOSI, STATUSNYA TRANSFER BERHASIL. TP DI REKENING BANK JAGO NYA BELUM MASUK. INI APA SI BIKIN MALU AJA, LAGI TRANSAKSI JUGA. BIASANYA DI SECEPAT KILAT. LAH KOK INI . NGESELIN"
Nirmala Manggiasih,1,2023-03-29 03:11:58,"Karena saya pakai nomer baru akun gojek saya terdaftar atas nama orang lain dan email-nya orang tsb jg sehingga saya tdk bisa verivikasi email. Coba gojek kasih solusi tanpa saya harus bikin email baru, karena email yang saya gunakan sekarang sdh terdaftar akun gojek juga dgn nomer lama."
Su Marsih,1,2023-03-29 03:02:18,"Harusnya dipermudah, kalo mau beralih dr goride ke gocar... kalo dipermudah tak kasih bintang 5... tolong pertimbangkan... trims"
Annisa Tiawati,1,2023-03-29 02:52:25,Di tolak pinjaman hadeh ga usah dipromoin ...tarik tunai ga bisa makin buruk aplikasi nya
HW Group Official,5,2023-03-29 02:52:23,ok lah
Reno Ankek,1,2023-03-29 02:52:01,"Fitur kirim uang. Kadang harus nunggu lama. Trus saldo dah ke potong, tapi duit blm masuk rek, penerima., Tolong d perbaiki lagi. Sangat mengecewakan fitur kirim uangnya.... Saya kasi bintang 1aja dulu .Karna layanan mengeceewakan...."
nurhanifa fatih,4,2023-03-29 02:08:15,"ada beberapa toko alfamart di cilegon yg selalu gagal jika kita ingin membayar dengan gopay, bukan sekali dua kali tapi akhir2 ini toko tersebut selalu gagal bayar jika pake gopay. ini sangat mengganggu pertumbuhan kita."
Bustomi Krendang,5,2023-03-29 01:56:39,Aku senang bersama gojek
Hasma Yassi,5,2023-03-29 01:42:04,bagus .simple ..praktis
Nanang Bki,5,2023-03-29 01:39:22,Sangat menyenangkan&membantu mksh Gojek👍👍👍🙏🙏🙏
Dadan Ramdani,5,2023-03-29 01:37:49,Ok
Akkas Syarif,5,2023-03-29 01:37:31,🫶🫶
KRISNA 86,1,2023-03-29 01:35:04,Apk buruk!!tf kaga masuk saldony
Moham Moekhlis,5,2023-03-29 01:30:13,Excellent
Rijal Setiawan,1,2023-03-29 01:28:11,"GoJek sekarang mahal banyak biaya yg gak jelas,ente harus liat GoJek aplikasi indriver sekarang lebih murah ketimbang GoJek banyak yg makenya sekarang.saya kasih tau lama lama org pakai itu apk itu,ketimbang GoJek dan GoJek pasti ditinggalin sama pengguna nya"
Nina Gestiana,5,2023-03-29 01:10:56,لبسم الله الرحمن الرحيم السلام عليكم Hallo Apa Kh in IP iiabar Aplikasi Gojek O
Riski Simamora,5,2023-03-29 01:08:59,bintang 5
Achmad Mardani,1,2023-03-29 01:07:12,Terima Kasih
Sanori Jaka,5,2023-03-29 01:03:43,Bagus bagus layanannya sangat lengkap
Muhammad Ray Fernando,5,2023-03-29 01:02:50,Mantapp
Aldi Putera,5,2023-03-29 00:54:04,Siiippp
Dedi Kardi,1,2023-03-29 00:38:50,"Jelek pelayanan nya,,,saya Ngajukan keluhan sudah seminggu tidak ada itikad baik untuk membalas"
ANDANK GAMING,1,2023-03-29 00:37:58,"Isi Pulsa Gak Masuk"" padahal nomor udah betul, Saldo terpotong Pulsa Belom masuk. Pelayanan sampah"
Yudi Wardana,5,2023-03-29 00:15:28,Sangat membantu
Alya Shafira,5,2023-03-29 00:14:51,Coba dulu ya gan
Erlina setiawan,3,2023-03-29 00:13:21,Aplikasinya eror ya kok saya gk bisa masuk... Loading teruss gimana ini
Irpan Rusmana 94,4,2023-03-29 00:10:41,Baik
Bernitama jo,1,2023-03-29 00:04:15,Setelah update. Banyak bug. Mau lakukan pembayaran. Tidak ada jaringan. Padahal jaringan normal. Barcode pembayaran. Sering eror. Tranfer juga seri g bengong. Ampe ke kirim 3x ngga ada notif headee
Miftah Hulhudda,5,2023-03-28 23:31:38,good
Fikri Kurniawan,1,2023-03-28 23:20:16,Terlalu besar potongan ny buat mitra
Arun Sena,5,2023-03-28 23:12:21,mantul
Redmi 10CNEW,1,2023-03-28 23:08:55,"Upgrade kelamaan, di percepat apa nggak bisa ? Mau transaksi jadi susahh. Masak nunggu 1x24 jam keburu kagak bisa transaksi"
Tari Sabolak,1,2023-03-28 23:01:21,tolong donk admin di hapus biaya layanan dan biaya apk setiap order selalu lama dapat driver ny blom LG kalo pesan goride pake biaya tambahan seribu enakan naik si kuning cuma 10 ribu kalo anda sendiri malah 13 ribu beda 3 ribu perak sangat merugikan
admin cangkring,5,2023-03-28 22:46:34,"sangat membantu disaat sangat butuh, terimakasih"
Dadan Rinta,5,2023-03-28 22:44:46,Ok
Herman Hermanto,5,2023-03-28 22:44:20,Sangat membantu
Andri Dismawanto,5,2023-03-28 22:43:42,Sak joossseeeee
Cucok X,5,2023-03-28 22:32:13,Gak ribet
Kurnia Mansur,1,2023-03-28 22:28:32,Knp mintadi upgrade lagi ke gopayplus?? Kan sudah gopayplus..gojek ee..
jajang sunjana,1,2023-03-28 22:28:11,Biasa top up listrik /tagihan token lancar... Eh sekarang tambah parah... No Token nya ga dikirim bagai mana saya mau isi token nih..? bisa gelap gulita dah...
chendy ferdian,1,2023-03-28 22:20:10,"Salah pin 3x nunggu nya 1 abad klo mau masukin pin lg,apk kntl baperan"
Yan Yan,5,2023-03-28 22:18:58,Aplikasi yg bagus.. saya sudah menggunakan sejak tahun 2016
Bonek Bon,3,2023-03-28 22:08:43,Aplikasi bagus nih.😊
Kyuga,5,2023-03-28 22:03:54,Kerem
Agus Rukmanto,5,2023-03-28 22:01:27,Saya sebagai driver 2018 tetap ngasih bintang 5.tapi dengan sistem sekarang tampilan baru di aplikasi gojek driver akun sya hancur berantakan sudah berapa bulan kalau saya malas saya terima tapi saya selalu bekerja keras tapi hasilnya tak ada semakin ambruk sampai habis modal pinjam sana sini penumpukan hutang sedangkan sekarang di kota saya mulai masuk aplikator aplikator baru.jangan samakan sistem dengan aplikator sebelah justru sebaliknya sekarang aplikator seblah mengikuti sistem gojek dulu
Sukalam Sukalam,5,2023-03-28 21:44:40,Keren
fitri yuliati,5,2023-03-28 21:44:27,driver selalu menjaga prokes.
Reinaldhy Bangkit Kusuma,4,2023-03-28 21:43:43,"4 cukup ya, karena 5 sempurna hanya milik Allah :)"
Yardi Bringaz,3,2023-03-28 21:37:19,Da beberapa game yg yg skor ranking pemain nya yg ngga masuk akal(seperti boot)... Pihak Gojek d harapkan jngan main curang yaaa
trieszt alnaqah,1,2023-03-28 21:33:35,Kita mau bayar pake barcode malah error aplikasi anjeng
Haris Setiawan,3,2023-03-28 21:33:19,Kenapa gopaylater cicilan saya tidak bisa digunakan?
fadli akhmad,5,2023-03-28 21:20:17,mayanlah
Bhodink Azka,5,2023-03-28 21:06:46,Bismillah
Edi Cakra,5,2023-03-28 21:02:13,Ok banget
supri supriatna,1,2023-03-28 20:56:33,TAMBAH KE SINI GO-JEK ITU TIDAK LAGI JADI KARYA ANAK BANGSA LAGI. MUNGKIN BANYAK YANG KORUPTOR JADI MALAH MEMERAS CUSTUMER. SEKARANG MAH PINDAH SEMUA CUSTUMER APAAN PAKE GO-JEK MAHAL MENDING PAKE APLIKASI YANG LAIN LEBIH MURAH BUKAN MEMERAS😀
Prayogi Yogi,1,2023-03-28 20:48:26,Mau transfer duit sendiri aja susah. Seharian gak bisa sama sekali. Kayak gini kok bisa jadi perusahaan gede .
