content,score
"Aplikasinya mudah,cepat dan fleksibel untuk melakukan semua transaksi. terimakasih 🙏🏻🙏🏻🙏🏻 semoga kedepannya lebih baik lagi,dan sukses selalu buat Shoopepay.....Aamiin Allahumma Aamiin 🤲🏻🙏🏼❤️❤️",5
good,5
like,5
top markotop,5
sangat cocok dan mudah,5
mantap,5
okehhh,5
good shopeepay best of the best,5
Oke,5
mantap sangat bagus dan semakin bagus mudah di pahami pengiriman cepat fitur terbaik pokoknya bintang 5,5
mantap,2
like this,5
Alhamdulillah lumayan puas,5
bermanfaat,5
sangat propesional bagus,5
sangat cepat dan mudah,5
"Mengapa akhir akhir ini sangat susah mendapatkan driver shopeefood, saa menunggu 1 jam lebih belum dapat driver",1
"aplikasinya sangat lancar ,aku suka aplikasi ShopeePay.",5
MANTUL SHOPEE 👍,4
semoga berhasil,5
bagus!!,5
"terbagus bagus lancar dipakai, tidak beriklan, tidak ada bug, dan juga lemot, sehingga cukup nyaman bertransaksi dan mengakses setiap detail dari semua fiturnya, namun ada sedikit kendala di bagian fitur menu tersebut yang belum terlalu dipahami dan fungsi kegunaannya, cuma ada beberapa fitur yang sering digunakan setiap harinya, seperti transfer antar bank pembelian paket data dan pulsa, pengalaman semuanya memuaskanlah, dan perlu melakukan pembenahan di kualitas jaringan, itu aja sarannya.",5
cukup membantu saat mendesak berbagaj macam barang berkualitas,5
"Aplikasi ribet,,lama g login sekalinya login g bs transaksi sama sekali dengan alasan demi keamanan,, hubungin CS kata ya kena cooldown suruh transaksi dijam yg berbeda,,lah butuhnya sekarang,,knp jadi suruhnya nnti??? ribet aman,,aplikasi sampah,,g ada solusi,,mending pake aplikasi lain,,g ada aplikasi lain selain ni aplikasi sampah yg pake cooldown segala,,Lo kira gw lg maen mobile legend trus abis ULTI jadi kena cooldown???? aplikasi sampahhhh,,,,",1
lebih mudah di pakai ny 😁,5
uang seratus dong,5
is ok. Tapi walau bisa hutang. Alm.Ayah saya yg Sudah meninggal meminta saya jangan sampai hutang,5
ok,5
sangat memuaskan,5
terbaik,5
"Terbagus sejenisnya,tdk ada bug, iklan ataupun lemot, jadi cocok bertransaksi & menjelajahi smua dari fitur2nya dgn detail. Sayangnya ada juga bberapa menu""nya yg belum di pahami seluruhnya fungsi dan kegunaannya. adapun beberapa fitur yg paling sering di gunakan adalah seperti transfer,, isipulsa & paket data, pembayaran misalnya lisrik, air dll. sy memilih menggunakan apps ini karna saya menilai apps sngat cocok di gnakan untuk pribadi dan untuk skala bisnis krna harga nya cukupp murah ya.",5
Bisaa jad dompet digital,5
"Saya sdh 4 kali di potong shopifood padahal saya tdk ada pesan, mau coba pusat bantuan tetapi tidak ada layanan tentang pemptongan itu , menjengkelkan, saya kasih kalian bintang 1 supaya keluhan saya kalian tamggapi",1
"sangat membantu, producknya bagus2, pelayananyaa baik dan proses cepat serta dapat di percaya 👍👍",5
mempermudah transaksi pokonya best deh,5
Terbaik👍💯,5
puas banget,5
paham ini bagus Bayer,5
sangat puas,5
bagus bgt,5
bagus lht,5
bagus i like you,5
"aplikasi ini bagus, cuma sayang sekali pay later ku dibekukan karena telat 2 hari,. padahal loh ya aku sudah memberikan keterangan yg jelas , bawasanya rekening bang ku diblokir karena istri saya salah memasukan pin 3x dikampung alhasil mbank king baru bisa aktif dihari ke 3,. dan saya langsung lunasi semuanya kok,. karena memang sudah tgl gajian,. tetapi pihak shope tidak mau memberikan kesempatan ke2,. sedih sekali, pdahal rencana mau keridit iPhone, JD ga kesampean",5
"kalau bisa mending ga usah pake paylater sudah bayar masih di tagih, nyesel pake paylater telat satu hari seperti sudah satu tahun.",1
baru top up 50k buat pulsa 50k yg tadinya disc 13% eh pas udh top up harganya berubah discnya cuma jadi 1% hadeh kurang2in deh kek gtu,1
"Konon sih transfer gratis, tapi dipake transfer malah muncul tulisan ""terjadi kesalahan sistem"" blablabla, saat hubungi cs juga alasannya gajelas katanya ubah data ini itu, ubah username blablabla, alasan mengada-ada berujung disuruh nunggu 1x24jam, tp setelah 1x24 pun sama aja. Aplikasi kaga jelas, cs isinya template, nih ulasan juga kalo dibalas paling kata-katanya template.",1
sangat membantu...Terima kasih paylet 🙏,5
Memberikan kemudahan dalam bèrtranssksi,5
bagus,5
ditingkat lagi kualitasnya pelayanan pelanggan seperti cs yg mudah di hub,5
bagus baik,5
ok,5
paylater nya kok ga bisa di aktifkan?,1
parah sudah lunas tidak bisa pinjam lagi,1
good,5
cukup lumayan skedar iseng blanja,5
Tidak ada kendala aplikasi mantaap...,5
bagus,5
Bagus,5
baik,5
bagus dan sangat baik,5
sangat puas,5
kurir shope lemot bgt melebihi estimasi paket.. saran saya pake aplikasi yg lainnya aja klo mau beli online,1
Bagus,5
semoga bermanfaat bagi para pengguna lainnya,4
oke banget pokoknya,5
good,5
bagus banget aplikasi nya gak ada bug sama lemot apalagi iklan keren dah pokoknyaaaa terbaik emang ini apk dibanding yang lain ini paling bagus,5
bagus bermanfaat,5
jos,5
mantap,5
cepat,5
mantap,5
bagus,5
mantul,5
terimakasih,1
bagus,5
bagus banget,5
Good,5
terbaik,5
banyak diskon menarik banget pake pay later,5
"Saya sangat suka ,banyak manfaatnya",5
Tolong diperbaiki masalahnya udh beli pulsa udah berhasil tapi ngga masuk pulsanya!,2
saya suka banget aplikasi ini,5
keren mantap,5
saya mulai mencoba shopee pay,5
lebih sat set lho,5
sangat membantu,5
bagusssssssss,5
bagus,5
pengajuan susah,2
sangat mantap dan mudah digunakan serta dipahami,5
buruk banget sering error mending pake el Walet lain,1
hemat dan cepat,5
pendok ini aplikasi da login dia se taputar² pa kita di tampa login,1
mantap,5
"sangat mudah,trus dapat potongan lagi",5
"bagus, cepat, dan tepat",5
"mantap bgt lebih enak dan lebih mudah, hanya harga kuota murah sih ehh ternyata ada admin nya",5
Sangat Membantu,5
baik,5
keren,4
dana saya tidak dikembalikan,1
cuma bisa sekali klaim doang ga seru,2
ok,4
tngkatkan bonusnya donx,5
ini yang baguss,5
mantap,4
"Baru kali ini sy dapat aplikasi yg sebagus ini, Tidak ribet, Tidak ada iklan nya, Lancar/ Tidak lelet, Mudah di mengerti, Moga kedepan nya Lancar2 aj. Trimkss...",5
nice,5
aplikasi ny bagus sangat membantu,5
sangat membantu,5
suka.. simple dan gampang dipake dimana2,5
good,5
mantap,5
mantaaasppp,5
sangat membantu min,5
mantap,5
membantu skali,5
Baik,5
terangsaksi mudah,5
sangat membantu saya untuk transaksi,5
"gajee kalah sama dana/gopay yang bisa klaim thr berkali², ini shopeepay thr cmn 1x doang per periode.",2
memudahkan proses pembayaran,5
sangat mudah,5
shopeepay bisa membantu segalanya.mantap shopeepay,5
bagus banget,5
baik,5
mudah,5
oke,5
sangat mudah di gunakan dan praktis,5
jempol,5
asik,5
aplikasi nya memudahkan banget,5
puas transaksi cepat,5
bgus aplikasinya,5
mantap,5
"sangat mempermudah segala urusan, ...... good.....good...👍👍👍👍",5
good,5
👍,5
"Aplikasi yg ga ribet, kereen..!!",5
"semoga bermanfaat buat sobat semua, semoga amanah 🙏🙏🙏",5
good,3
claim 50 ribu mana,5
saya suka saya suka,5
"ini kenapa ya pas mau bayar di kiosgamer dan langsung ke spay malah ada tulisan server msg.eror,padahal udh seneng bisa top up spay dan mau top up ff di kiosgamer (harganya 50k) dan saldo di spay saya itu 60k,tolong dong min segera di perbaiki (ditunggu )",1
jelek,1
"aplikasi ini memudahkan pembayaran belanja dan juga untuk berbagai keperluan pembayaran lainnya, termasuk top up e-wallet",5
"mkch,kereen abis dech🥰🥰🥰🥰",5
bagus tidak lemot 👍,5
tidak berguna,1
"Semenjak kenal ShopeePay ga bingung lagi harus transfer pake apa, bisa transfer ke bangk dan ewallet manapun, DAN GAADA BIAYA ADMIN, banyak fiturnya, gaada iklan, ga lemot jugaa, apalagi ini bisa jadi bisnis jugaa, SUKAAA BGTTT🧡",5
"apk nya sangat mudah di pakai,dan mempermudah untuk transaksi kemana aja",5
tolong buat admin adakan pengiriman cargo di tempat saya Kalimantan Selatan cuma ada regular itu mahal Sagat semenjak jnt nggak ada cargo juga nggak ada dan itu mahal Sagat jadi saya mau ada spx versi cargo biar murah,3
bagus💗💗💗,5
ini aq sukaaa 🥰🥰🥰,5
good,5
kurang,1
bagus,5
😁,5
terimakasih kasih Garena udah ngasih tht mantap,5
kenapa saya tidak bisa login,4
top,5
makasih shopeee,5
"suka sekali, gampang dan mudah👍👍🙏🙏",5
"Suka2"" lancar sekali, tidak beriklan, tdk ada bug & lemot, sehingga sukalah bertransaksi dan menjelajahi setiap detail dari fitur""nya. Namun sayangnya madih ada begian fitur-menu tsb belum terlalu dimengerti/ kegunaannya fungsi dan maksudnya, Hanya ada beberapa dr fitur fitur yg aktif dipake dan hampir setiap hari bertransaksi, seperti ketika mengisi token, membayar tagihan, transfer, mnurut pengalaman smua mantap,gak suka eror, sering ada promo, terutama trnsfer ke smua bank, free admin teman.",5
top markotop,5
bagus,5
bagus GK lemot banyak pilihannya,4
sangat membantu,5
bagus.,5
"Terbagus digunakan, tidak ada bug, iklan & tdk lelet, jadi nyaman bertransaksi dan menjelajahi setiap dari futur-fiturnya dgn detail. Tapi sayang nya beberapa futur-fiturnya ada yang belum di pahamai atau blm di mengerti fungsi dan kegunaannya, hanya beberapa fitur yg paling sring dipakai sperti isi pulsa & paket data, transfer antar bank dan fitur bayar berbayar. sy lebih dominan mmilih brtransaksi pakai apl ini krena ptoducknya murah meriah, bahkan free admin untuk smua transaksi",5
ok,5
"buat buka link ngga bisa"", lagi an ulasan kaya pake buzzer tamplate nya sama semua, agak ngga guna haha",1
cepat dan aman,5
mudah di gunakan,5
bagus👍👍👍 mantap,5
lambat kali ah,2
good,5
puas,5
"sangat mempermudah transaksi,apk terbagus,tanpa kendala,lancar jaya,banyak voucher diskon,fitur fiturnya sangat lengkap dan menarik, semoga makin berkembang dan berinovasi",5
sangat membantu kaum perhutangan,5
"Bagusnya poll dipakai, tidak beriklan, bug dan lemot jadi lumayan nyaman menjelajahi setip detail dari fitur2 nya.. tapi beberapa dari menu menu tersebut yang belum trlalu dipahami apa kegunaanya, diluar fitur fitur yg paling sering di gunakan seperti transfer, bayar berbayar dan isi pulsa/data. Selama ini amanbanget karena setiap transaksi tidak prnah mengalami gangguan sama sekali, fitur yg bisa untung banyak jk di jual kembali adl transfer ke antar bank dan ewallet, gratis biaya adminnya.",5
"terbagus sejenisnya, ,tidak ada iklan bug dan tidak lag, menjadi nyaman bertransaksi dan mempelajari setiap detail dari fitur-fiturnya dengan sangat rinci,Tapi sayangnya ada beberapa bagian fitur yang belum dipahami atau belum dimengerti fungsi dan kegunaannya, namun bagian fitur yang paling sering digunakan seperti isi paket data pulsa dan transfer antar bank, Saya lebih sering menggunakan aplikasi ini karena harga produknya dibandingkan dengan kompetitor lain sangat murah, bahkan bebas admin.",5
ok,5
mantap bagus keren amazing istimewa oke banget,5
mant@b !!!!!!!!!!!!!,5
nice,5
mntap disaat darurat sangat membantu,5
good e-wallet,5
ok,5
"halo kenapa saya tidak bisa mengajukan spay later ya padahal saya tidak ada niat jahat untuk tidak membayar , tolong di permudah",3
keren,5
"aku war thr dari fadil jaidi ga dapet karna aplnya error terus pas aku cek ternyata semua fitur ga bisa diklik dan cuma muncul layar putih doang muter-muter lama terus keluar sendiri, tolong ini dari taun lalu aku ikutan thr fadil jaidi ga pernah dapet karna problemnya hal yang sama kaya gini terus, tolong ya ini gimana si? aneh banget ga ada perbaikan!",1
baik,5
thank you,5
lebih mudah,5
sangat puas dengan app Shopeepay,5
memang shopeepay tercepat,5
sangat bagus..👍😍,5
lambat kek ambeian,2
mantap,5
APLIKASI SANGAT MERUGIKAN!! 2 MENIT SEBELUM DI GUNAKAN AMAN.. TP SAAT WAKTU DI GUNAKAN BUTUH WAKTU YG ONTIME MALAH DI SURUH UPDATE HESS PAET.. AUTO UINSTAL BAI!!,1
susah,5
lelet bgt,1
aplikasi nya eror terus,2
eror,1
lelet,2
hadehh,1
Tolong diperbaiki lagi ya diaku gakbisa dibuka sekali dibuka ngelagnya minta ampun dahhh,3
lalod😭,5
gjls lemot,1
lemot,1
bagus,5
ngebug terus waktu mau ngeklaim putih terus padahal udh coba unistal lagi ternyata sama aja,2
"aplikasi error gabisa apa"" ksel bgt",1
jelekkk,1
burukkkk,1
eror,2
"jelek bangett😭 masa ngeblank putih terus, pas mau ngambil thr😡",1
tidak bersahabat,1
"Gabisa masuk link error trs , kurang suka",1
lemot servernya,1
Lola bgt alias loading bgt apk nya klo ada kiriman link susah di buka nya trlalu lama jd putih doang yg kuncul,1
kenapa abis di perbarui jadi lelet ya min. tolong dong perbaiki lagi yaa,4
suka ngelag,1
ngebug aplikasi nya saat ngewarr🔥,1
hadeh Knapa Pas Gw Buak Aplikasi nya Malah Putih Semua Dah Layar nya Malah Bug Aplikasi Macam Apa ini??,1
ok,5
lemott. sering ngebug,2
gajelas error mulu,1
lemot,1
lumayan,5
aplikasi ngelag,2
kenapa si aplikasi nya warna putih doang klo abis klik link,4
"lemottt bangett min padahal buat klaim THR malah ga muncul"" klaimnya padahal sinyal.bagus",1
mau war thr malah server eror,4
mantap gan 🤙👍,5
kasih tema gelap,3
bagus,4
bagus,5
mantap,5
ok,5
BUG MULUU WOYYY,2
eror,1
luama puol masuknya,1
"SUKA NGEBUGGGGGG TAMPILAN PUTIH DOANG APALAGI KLO LAGI KLAIM""THR HDHH GA RECOMMEND",1
sangat bagus,5
terimakasih,5
sangat membantu sekali,5
sopi paylater sy udah 1 tahun belum juga di balikin parah,3
keren,5
mantep bguss,5
"kenapa selalu masuk ke apk eksternal dan itu bikin ngelag bgt, jadi kaya ga berfungsi apknya di hp ku😔",1
karna sya mem berikan bintang dua karbna saya belum dowload,2
semoga sukses,5
JELEKK BANGET LEMOT KALO DAPET LINK CUMA KELUAR PUTIH PUTIH DOANG,1
lemot parahhhhh👎🏼👎🏼👎🏼👎🏼👎🏼 pdhl jaringan lancar loadingnya se abaddd👎🏼🙏🏽🥴 jelekk,1
ga bisa buka thr di app. loading setaun,1
gacor,4
"gabisa buka link thr, karna layar putih semua. udah di coba beberapa kali tetep sama aja",2
ok,5
lemot sekaliii,2
lemot pdhal sinyal penuh,1
"gila ulasannya template semua😂 aslinya ini aplikasi ngebug emang, pas buka ga bisa terima uang dari orang, malah putih aja semua layarnya, udah uninstall terus install lagi ttep aja gitu. wkwkwk",1
"woy lah apknya ga bisa akses link di aku,kock emang",1
APKNYA NGEBUG GABISA KEBUKA!,1
buka link bagibagi thr knp ga bisa terus ya,2
lag parah,2
aplikasi gak guna padahal sinyal saya bagus tetapi ngelag tidak tahu pokoknya aplikasi ini aplikasi gendeng mending aplikasi dana lebih enak,1
lelet,1
"aplikasi GK jelas ,GK bsa klaim dana shoppepay war selalu muncul warna putih full layar² gak masuk2 ke aplikasinya n☺️",1
gk berguna buat buka link dari Ig lemot gaberguna,1
"makin jelek, sering lag dan error, setiap ada yg kasih uang layarnya selalu putih",1
lelet bangetttt tolong,2
"apk nya parah bgt masa tiap buka keluar sendiri, seringnya layarnya putih terus kosong gaje bgt. udah baru download trus udah up date jg sama aja",1
bagus,5
aneh,1
aplikasi gajelas buat ngeklaim thr malah putih terus,1
whitescreen.,2
saya gak dapat THR Fadhil grgr lemot😤😤,1
ga bisa login faklah,1
kereen,5
2x pinjem di acc.. tpi pas pengajuan lagi.. malah di tolak terus ini yang ke2 kalinya di tolak.. udah nunggunya lama bnget samoe sebulan kemudian 😭. itu juga kalo di acc lgi,4
bagus,5
"stuck di kode otp padahal kode yg di masukin itu bner dan aku masukin bener² teliti udh coba login pke akun shoppe juga ga bisa, ngestuck jg",1
mudah²an bikin puas,5
uangnya suka hilang,1
"e-commerce penipu jangan dipakai ,gausah munculin promo kalo ga ada ,PHP ,dah tau disini lebih mahal daripada distore web , tak iklas 6 ribuku discam kalian ,suatu saat usaha yang dilancarkan dengan pnipuan akan hancur begitu juga dengan shopee",1
sangat bagus,5
Bagus bang gk ada iklan dan lancar tidak lelet,5
bagus,5
bagus pelayanannya,5
aplikasinya saya suka dan dapat promo mulai sekarang.jangan sampai kelewatannya,5
layar putih saat membuka link ke apk ini,1
gak tau caranya klaim saldo shope pay,3
baik,3
mantap,5
kok shoope pay ku gak bisa pay later nya,5
oke,5
apknya bagus bangett recomended bgt sih banyak fitur fitur canggih pokoknya sukses terus,5
bagus,5
sangat membantu..,5
lol malah eror,1
good,5
Terbaik,5
bgus,5
sangat mudah di akses,5
gatau deh giliran klik link thr ga bisa,3
kenp J&T di berhentikan? di pedalaman tidak ada expedisi selain itu. mending pindah ke tiktok,1
good,5
baguss👍,4
Baik.,5
"suka,puas ,luar biasa",5
sangat membantu keuangan saya,5
ga tau kenapa sering blank putih aplikasinya,1
bagus tapi mau ngewar THR lama banget🥺🥺🥺,5
kadang suka lag gjls,3
lemaott bgttt,2
good,5
mantap,4
parah baru juga update masa buat Ambil THR aja putih2 aja gajelas bgt lu,1
butut apl loading lama,1
haduh cuma bisa di hp spek tinggi aja ni.,1
bagus,5
apk eror terus parah !,1
Knp ga bisa login,5
kocak aplikasi sering nge bug,1
penyelesaian masalahnya buruk sekali. saya top up tp saldo tidak masuk dan top up ulang. akhirnya masuk top up tp cuman senilai 1x. komplain ke customer service penyelesaiannya lama sekali. akhirnya disebut 1 transaksi sukses dan masalah selesai... hati2 jangan sampai jadi korban kayak saya,1
lgi mo ambil war thr link nya mlah errorrr,3
"aplikasi paling jelek, lag tampilan putih terus",1
"harap diperbaiki, ketika saya klik link shopeepay layar nya stack putih aja. saya sangat kecewa.",1
layar stuck putih wuuuuuu,1
"katanya chek in 7 hari dapat 50k hasil nya malah gaada, gimana nih min!",1
selalu nge bug di layar putih,1
aplikasi kebanyakan bug,1
suka ngebug sumpah,2
terbaeek,5
butut,1
lemot parah,1
muantap,5
ribet ah ...gak ada layanan yang mudah kalau aku dapat kemudahan dalam layanan pasti naik lagi bintang,4
baguus,5
sangat membantu recommen,5
sangat bagus,5
jelek ga bisa terima thr di pagenya malah ngelag,1
👍,5
mantap,4
tes dulu,5
gjls emng maw war thr aja susah bngt,3
ketika buka link kdg ngelag lama bgt,4
berguna banget,5
setelah saya berjuang untuk belanja di shopee dan pengembalian barang karna gak sesuai dari pembeli tapi tidak ada kompor masi setelah saya ngembilakn barang ke pihak penjual dan waktu bukan yang dikit tapi lama sampe 10hari ko ada pemberitahuan barang nya di kembalikan lagi kesaya saya butuh duit nya kembali lagi bukan barang nya tau barang nya gak sesuai masih aja di kembalikan. Poko nya nyesel saya gak sesuai kaya aplikasi yang lain,1
aplikasi nya bagus banget 😘❤❤,5
sangat bagus sekali,5
bagus banget bermanfaat,5
ada beberapa link sopi gak bisa di klaim karna layar berubah jadi putih,4
